owner,repo,Total_Classes,CBO_Média,CBO_Mediana,CBO_Moda,CBO_DesvioPadrao,CBO_Mínimo,CBO_Máximo,CBO_P90,%CBO_Outliers,%CBO_Acima_14,DIT_Média,DIT_Mediana,DIT_Moda,DIT_DesvioPadrao,DIT_Mínimo,DIT_Máximo,DIT_P90,%DIT_Outliers,%DIT_Acima_7,LOC_Média,LOC_Mediana,LOC_Moda,LOC_DesvioPadrao,LOC_Mínimo,LOC_Máximo,LOC_P90,%LOC_Outliers,%LOC_Acima_500,LCOM_Média,LCOM_Mediana,LCOM_Moda,LCOM_DesvioPadrao,LCOM_Mínimo,LCOM_Máximo,LCOM_P90,%LCOM_Outliers,Média_Coment_Classe,Coment/LOC,Média_Coment_Repo
Fuzion24,JustTrustMe,27,2.556,1.0,1,4.449,0,24,4.0,3.704,3.704,1.185,1.0,1,0.483,1,3,2.0,3.704,0.0,22.148,6.0,6,74.252,5,393,17.0,3.704,0.0,2.704,0.0,0,9.067,0,43,4.2,7.407,2.25,0.105,2.333
fyhertz,libstreaming,89,3.573,2.0,1,4.56,0,25,11.2,7.865,3.371,1.416,1.0,1,0.864,1,5,2.2,5.618,0.0,76.382,29.0,7,116.735,3,626,182.6,5.618,1.124,23.292,0.0,0,66.564,0,429,57.8,4.494,10.722,0.199,15.18
gabrielemariotti,cardslib,811,5.901,4.0,2,6.108,0,54,14.0,4.069,7.645,2.178,1.0,1,2.038,1,20,5.0,4.562,2.959,39.774,13.0,5,69.3,3,610,105.0,4.069,0.493,18.62,0.0,0,104.382,0,2512,41.0,1.233,8.52,0.281,11.168
GcsSloop,AndroidNote,8,4.875,1.0,1,5.987,0,16,11.8,0.0,12.5,1.375,1.0,1,0.518,1,2,2.0,0.0,0.0,50.25,28.5,1,55.631,1,162,113.7,12.5,0.0,8.125,3.0,0,12.744,0,37,20.9,12.5,8.2,0.204,10.25
gedoor,MyBookshelf,669,6.335,4.0,2,7.735,0,74,15.0,4.036,11.211,1.469,1.0,1,0.885,1,6,2.0,5.83,0.0,71.892,18.0,3,197.036,1,3959,176.2,1.943,1.644,58.662,1.0,0,338.61,0,6629,89.4,1.644,5.783,0.106,7.598
geeeeeeeeek,WeChatLuckyMoney,21,5.381,3.0,1,5.123,1,18,12.0,9.524,9.524,1.381,1.0,1,0.498,1,2,2.0,0.0,0.0,44.333,21.0,12,60.024,6,279,82.0,4.762,0.0,8.81,1.0,0,18.424,0,66,24.0,9.524,2.269,0.063,2.81
geekxh,hello-algorithm,3,1.0,1.0,0,1.0,0,2,1.8,0.0,0.0,1.0,1.0,1,0.0,1,1,1.0,0.0,0.0,20.333,26.0,4,14.364,4,31,30.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Genymobile,gnirehtet,81,3.765,2.0,2,3.596,0,19,7.0,6.173,2.469,1.185,1.0,1,0.527,1,3,2.0,6.173,0.0,53.457,40.0,8,64.099,3,373,118.0,2.469,0.0,14.296,1.0,0,35.251,0,225,36.0,4.938,3.23,0.091,4.864
geoserver,geoserver,12257,7.251,5.0,2,8.604,0,149,16.0,4.202,12.262,1.82,1.0,1,1.461,1,68,3.0,2.342,0.302,62.3,25.0,5,132.494,1,3508,145.0,2.766,1.232,43.969,1.0,0,396.82,0,18246,45.0,0.816,9.013,0.212,13.233
gephi,gephi,2389,4.48,3.0,1,4.88,0,51,10.0,4.437,4.437,1.673,1.0,1,1.672,1,20,4.0,2.553,1.256,52.569,17.0,5,98.776,1,1583,132.0,4.73,0.67,24.684,0.0,0,124.299,0,2651,43.0,1.884,5.511,0.138,7.249
getActivity,AndroidProject,358,7.215,4.0,1,8.25,0,45,18.0,5.307,15.084,2.142,1.0,1,1.563,1,12,4.0,1.676,1.117,57.173,21.0,3,91.879,2,830,149.3,4.19,0.838,19.184,1.0,0,59.229,0,505,43.3,3.352,6.722,0.173,9.913
getActivity,Toaster,36,4.528,3.0,3,4.424,0,21,9.5,5.556,5.556,1.333,1.0,1,0.676,1,4,2.0,5.556,0.0,41.028,19.0,7,51.84,3,209,112.0,5.556,0.0,38.806,0.5,0,107.001,0,607,121.0,2.778,6.639,0.274,11.25
getActivity,XXPermissions,194,6.655,4.0,2,6.509,0,44,15.0,2.577,13.402,1.546,1.0,1,0.894,1,4,3.0,2.577,0.0,46.144,11.0,8,107.187,2,1185,116.1,1.546,1.031,86.438,1.0,0,875.945,0,12084,41.2,0.515,8.777,0.286,13.211
GeyserMC,Geyser,1209,8.239,6.0,4,10.674,0,178,17.0,2.564,12.821,1.965,1.0,1,1.55,1,10,4.0,6.286,1.489,49.415,21.0,5,96.924,1,1430,111.2,3.391,0.662,34.642,1.0,0,465.69,0,14876,39.0,0.248,6.843,0.219,10.8
gh0stkey,HaE,67,4.149,1.0,1,4.613,0,16,11.4,5.97,4.478,1.657,1.0,1,1.553,1,6,5.0,14.925,0.0,59.224,24.0,5,86.167,5,383,160.2,7.463,0.0,11.91,0.0,0,37.964,0,287,28.8,1.493,2.047,0.044,2.597
GitLqr,LQRWeChat,386,5.005,2.0,0,7.782,0,69,13.0,4.145,9.326,1.417,1.0,1,0.776,1,4,3.0,13.212,0.0,45.627,20.0,9,73.0,1,548,122.0,4.663,0.259,18.935,1.0,0,74.028,0,971,38.5,2.591,4.087,0.117,5.347
go-lang-plugin-org,go-lang-idea-plugin,1132,8.12,6.0,3,8.87,0,150,14.0,2.915,9.806,2.073,2.0,1,1.327,1,24,4.0,1.06,0.265,40.073,18.0,5,132.721,1,3762,82.0,1.325,0.353,110.029,3.0,0,2012.336,0,65703,45.0,0.442,0.928,0.026,1.032
gocd,gocd,5407,7.459,5.0,2,9.238,0,124,18.0,4.383,14.019,1.275,1.0,1,0.754,1,19,2.0,4.513,0.055,49.565,22.0,5,91.44,1,1562,115.0,3.348,0.758,37.506,0.0,0,363.391,0,16196,32.0,0.758,1.086,0.025,1.258
goldze,MVVMHabit,319,3.583,2.0,1,3.826,0,28,8.0,4.702,2.508,1.273,1.0,1,0.652,1,4,2.0,9.404,0.0,28.558,8.0,5,55.827,1,519,71.0,3.762,0.313,15.765,0.0,0,74.055,0,861,15.8,2.821,7.0,0.313,8.931
GoogleContainerTools,jib,704,7.062,5.0,3,7.497,0,45,17.0,5.682,12.926,1.222,1.0,1,0.646,1,5,2.0,6.534,0.0,50.101,28.0,5,67.385,1,577,119.0,4.261,0.142,17.071,0.0,0,73.047,0,780,25.4,2.699,8.235,0.259,12.984
googlemaps,android-maps-utils,219,7.123,5.0,3,7.159,0,49,15.0,3.196,10.502,1.676,1.0,1,0.934,1,6,3.0,5.479,0.0,63.858,38.0,5,103.269,1,796,124.0,3.196,1.826,37.74,1.0,0,147.685,0,1738,66.0,3.196,13.186,0.314,20.05
googlesamples,easypermissions,33,8.939,8.0,2,5.804,0,26,14.8,6.061,12.121,1.485,1.0,1,0.619,1,3,2.0,6.061,0.0,51.667,28.0,17,63.345,4,332,104.6,3.03,0.0,12.212,6.0,0,21.774,0,89,24.6,9.091,6.489,0.179,9.242
googlesamples,mlkit,191,7.67,5.0,1,8.214,0,51,17.0,4.712,14.66,1.534,1.0,1,0.671,1,4,2.0,5.759,0.0,52.026,25.0,4,66.932,1,371,126.0,5.759,0.0,8.115,0.0,0,32.984,0,376,16.0,3.141,5.715,0.15,7.78
google,agera,290,6.328,4.0,3,6.686,0,36,17.0,6.552,11.724,1.241,1.0,1,0.536,1,5,2.0,2.069,0.0,37.576,13.0,5,69.147,2,500,96.0,5.517,0.0,14.845,0.0,0,106.495,0,1692,14.1,1.379,4.82,0.17,6.383
google,android-classyshark,212,3.17,2.0,1,3.566,0,18,8.0,6.604,2.358,1.278,1.0,1,0.925,1,7,2.0,3.774,0.0,41.104,16.5,5,60.519,1,351,110.0,5.66,0.0,10.25,1.0,0,27.569,0,165,27.8,5.66,1.755,0.053,2.16
google,auto,1139,4.111,3.0,0,8.608,0,232,7.0,1.756,3.161,1.706,1.0,1,3.252,1,80,3.0,0.966,1.054,27.992,8.0,2,96.232,1,2450,52.2,2.458,0.527,25.598,1.0,0,270.469,0,7526,15.0,0.702,3.376,0.145,4.061
google,bundletool,873,9.7,7.0,3,8.879,0,75,20.0,4.811,19.244,1.268,1.0,1,1.197,1,29,2.0,2.52,0.229,62.22,30.0,8,116.078,1,2267,136.8,2.864,1.26,82.604,6.0,0,523.786,0,9591,118.0,1.145,5.721,0.144,8.952
google,cameraview,72,4.833,3.0,3,5.313,0,26,8.9,5.556,6.944,1.264,1.0,1,0.581,1,3,2.0,6.944,0.0,41.431,13.0,5,82.956,3,512,62.9,5.556,1.389,12.125,0.0,0,34.167,0,183,18.8,5.556,3.67,0.108,4.486
google,closure-compiler,2686,6.736,5.0,2,8.071,0,139,14.0,3.165,9.643,1.509,1.0,1,1.259,1,39,2.0,1.266,0.298,114.787,26.0,5,317.539,1,5467,256.5,2.42,4.803,1272.185,1.0,0,29955.46,0,1490474,190.0,0.186,16.867,0.236,27.046
google,error-prone,3137,7.811,5.0,5,13.659,0,620,16.0,0.924,13.803,1.535,1.0,1,1.088,1,25,2.0,4.622,0.223,34.08,16.0,5,60.259,1,1147,77.0,2.901,0.351,25.492,0.0,0,336.767,0,10878,15.0,0.478,4.709,0.214,7.281
google,ExoPlayer,3281,7.588,5.0,1,8.948,0,127,17.0,4.084,13.746,1.295,1.0,1,1.016,1,31,2.0,3.048,0.244,79.96,25.0,8,207.371,2,6525,180.0,2.713,2.652,52.22,0.0,0,493.139,0,16110,45.0,0.853,16.552,0.328,26.227
google,google-authenticator,61,3.885,2.0,1,5.05,0,29,8.0,4.918,4.918,1.689,1.0,1,1.311,1,9,3.0,3.279,1.639,64.508,18.0,5,139.358,2,1017,139.0,1.639,1.639,29.656,1.0,0,90.157,0,606,56.0,3.279,13.424,0.338,21.787
google,google-java-format,165,5.727,4.0,0,10.125,0,116,12.0,1.818,4.848,1.424,1.0,1,0.864,1,6,3.0,2.424,0.0,77.285,27.0,4,250.322,1,3058,152.2,1.212,1.212,66.8,1.0,0,361.971,0,3688,45.0,1.818,10.665,0.22,17.0
google,grafika,103,6.408,5.0,3,6.28,0,30,16.0,5.825,11.65,1.748,2.0,1,0.86,1,5,3.0,3.883,0.0,97.427,60.0,5,114.406,1,660,214.8,4.854,1.942,6.893,0.0,0,16.887,0,126,16.8,4.854,19.243,0.324,31.573
google,gson,1076,3.024,2.0,0,4.464,0,44,8.0,4.461,2.509,1.282,1.0,1,1.024,1,24,2.0,2.788,0.186,32.016,7.0,2,90.536,1,1464,74.0,2.974,0.743,20.599,0.0,0,378.735,0,12246,3.5,0.186,3.623,0.141,4.519
google,guava,6432,4.04,2.0,0,5.648,0,82,10.0,3.514,4.073,1.801,1.0,1,2.254,1,66,3.0,2.146,1.508,39.522,9.0,5,111.868,1,2489,85.0,3.327,0.979,48.068,0.0,0,448.304,0,18721,28.0,1.042,7.595,0.242,9.571
google,guice,3880,3.803,2.5,2,5.413,0,71,8.0,4.098,4.098,1.304,1.0,1,1.251,1,43,2.0,2.5,0.541,21.824,6.0,5,73.057,1,1115,34.0,2.242,0.644,8.454,0.0,0,77.778,0,2888,3.0,1.108,2.113,0.112,2.442
google,open-location-code,67,4.955,3.0,0,6.294,0,29,11.4,7.463,8.955,1.179,1.0,1,0.458,1,3,2.0,2.985,0.0,34.254,16.0,5,53.581,2,346,73.8,2.985,0.0,4.552,0.0,0,11.361,0,49,13.2,8.955,4.6,0.18,6.179
google,physical-web,156,4.788,3.0,2,5.568,0,34,11.5,4.487,5.128,1.288,1.0,1,0.557,1,3,2.0,5.128,0.0,47.955,14.5,5,78.319,1,562,148.0,5.128,0.641,26.712,0.0,0,209.175,0,2585,27.0,0.641,8.972,0.254,12.192
google,rejoiner,131,6.618,5.0,4,6.22,0,44,13.0,4.58,9.16,1.573,1.0,1,1.045,1,8,3.0,4.58,0.763,27.221,12.0,5,39.291,2,344,62.0,4.58,0.0,4.924,0.0,0,14.935,0,142,11.0,3.817,1.647,0.08,2.176
google,tsunami-security-scanner,288,6.26,5.0,2,6.14,0,36,13.0,6.597,8.333,1.542,1.0,1,0.951,1,5,3.0,4.167,0.0,29.736,13.0,5,44.234,1,389,79.3,3.819,0.0,14.753,0.5,0,54.019,0,561,28.0,1.736,3.517,0.159,4.726
google,volley,231,5.19,2.0,1,5.97,0,27,13.0,7.792,9.091,1.697,1.0,1,2.247,1,31,3.0,1.299,1.299,40.238,13.0,5,68.706,1,402,101.0,5.195,0.0,12.286,0.0,0,80.619,0,1159,15.0,1.299,7.574,0.264,10.623
grantland,android-autofittextview,8,5.375,4.0,3,5.153,0,16,11.1,12.5,12.5,1.375,1.0,1,0.518,1,2,2.0,0.0,0.0,58.75,15.0,3,99.917,3,298,141.2,12.5,0.0,40.75,1.5,0,107.671,0,307,101.2,12.5,15.143,0.451,26.5
graphhopper,graphhopper,1359,6.756,4.0,2,8.57,0,100,17.0,4.709,12.804,1.26,1.0,1,0.675,1,8,2.0,4.783,0.074,72.734,26.0,5,173.446,1,3314,175.0,2.355,1.619,32.996,1.0,0,175.857,0,4184,49.4,1.913,5.993,0.118,8.595
graphql-java,graphql-java,1348,8.336,5.0,2,10.578,0,169,20.0,3.783,17.359,1.395,1.0,1,0.964,1,16,2.0,3.338,0.074,52.001,21.0,5,106.859,1,2324,122.0,2.448,0.816,33.5,1.0,0,176.678,0,4992,58.0,1.78,6.842,0.176,9.146
Graylog2,graylog2-server,7051,8.045,6.0,6,8.872,0,159,17.0,4.226,13.97,1.335,1.0,1,0.715,1,15,2.0,5.829,0.028,33.986,16.0,5,66.906,1,2801,76.0,2.439,0.255,18.638,1.0,0,102.01,0,2556,34.0,1.333,1.967,0.072,2.451
greenrobot,EventBus,183,3.426,3.0,3,3.066,0,20,7.0,5.464,1.093,1.836,1.0,1,1.424,1,12,3.0,2.186,1.093,28.792,8.0,5,53.035,2,421,64.0,3.279,0.0,9.055,0.0,0,35.082,0,357,15.0,3.825,1.335,0.058,1.656
greenrobot,greenDAO,364,5.019,4.0,1,4.693,0,41,11.0,3.846,3.846,2.102,1.0,1,1.716,1,8,5.0,8.242,0.275,50.948,25.0,5,73.962,1,727,132.4,3.571,0.549,47.453,1.0,0,241.283,0,3581,78.0,1.374,4.08,0.105,5.335
GrenderG,Toasty,16,4.062,3.0,2,4.187,1,18,7.0,6.25,6.25,1.062,1.0,1,0.25,1,2,1.0,6.25,0.0,30.438,5.5,5,65.423,5,262,69.0,6.25,0.0,56.625,0.0,0,213.871,0,858,23.5,6.25,0.35,0.014,0.438
GrowingGit,GitHub-Chinese-Top-Charts,1,0.0,0.0,0,,0,0,0.0,0.0,0.0,1.0,1.0,1,,1,1,1.0,0.0,0.0,5.0,5.0,5,,5,5,5.0,0.0,0.0,0.0,0.0,0,,0,0,0.0,0.0,0.0,0.0,0.0
grpc-ecosystem,grpc-spring,418,6.605,6.0,2,5.249,0,33,14.0,4.067,8.852,1.478,1.0,1,1.147,1,17,2.0,2.632,0.239,25.722,13.0,5,35.359,2,331,64.0,4.545,0.0,5.368,0.0,0,24.049,0,270,8.6,2.153,6.403,0.344,8.854
grpc,grpc-java,5482,5.601,3.0,1,8.018,0,99,13.0,4.341,8.537,1.393,1.0,1,0.995,1,22,2.0,3.265,0.347,46.801,12.0,5,123.015,1,3103,112.0,2.791,1.149,13.498,0.0,0,123.334,0,5460,14.0,0.894,5.12,0.143,6.694
Grt1228,chatgpt-java,201,6.741,4.0,2,9.417,0,86,10.0,2.985,5.97,1.1,1.0,1,0.361,1,4,1.0,8.458,0.0,19.234,6.0,2,50.069,2,523,45.0,2.985,0.498,11.93,0.0,0,137.903,0,1953,6.0,0.498,9.776,0.723,13.91
gsantner,markor,328,6.89,4.0,2,9.827,0,96,17.3,5.488,11.89,1.503,1.0,1,0.986,1,9,3.0,4.878,0.305,87.817,27.0,3,177.146,1,2044,264.5,3.049,2.439,132.357,1.0,0,1009.619,0,12762,93.8,0.915,6.5,0.107,9.393
guardianproject,haven,79,6.823,4.0,1,7.329,0,34,15.2,6.329,11.392,1.392,1.0,1,0.587,1,3,2.0,5.063,0.0,57.734,24.0,10,90.769,2,603,155.2,3.797,1.266,11.772,1.0,0,39.765,0,305,23.2,3.797,6.172,0.157,9.063
gunnarmorling,1brc,600,3.298,3.0,1,2.624,0,17,7.0,4.5,0.333,1.09,1.0,1,0.381,1,5,1.0,6.5,0.0,89.052,43.0,21,106.293,1,968,238.0,5.5,0.5,7.58,1.0,0,23.527,0,416,20.1,3.333,5.183,0.083,7.377
guolindev,giffun,478,5.383,3.0,2,6.834,0,73,11.0,4.184,6.276,1.278,1.0,1,0.664,1,6,2.0,6.695,0.0,46.856,15.5,3,90.169,1,948,134.0,4.393,0.837,25.339,1.0,0,126.866,0,1382,21.0,2.51,10.593,0.34,15.912
guolindev,LitePal,201,5.01,3.0,2,5.162,0,32,13.0,3.483,4.478,1.652,1.0,1,0.958,1,6,3.0,6.468,0.0,58.856,17.0,5,105.85,3,797,150.0,4.975,0.995,49.448,0.0,0,248.87,0,2554,76.0,2.488,24.698,0.547,32.194
gyf-dev,ImmersionBar,142,6.352,5.0,2,7.113,0,57,13.0,2.113,6.338,2.106,2.0,1,1.001,1,4,3.0,0.0,0.0,50.965,19.0,9,151.271,2,1728,110.6,1.408,0.704,159.254,3.0,0,1752.52,0,20892,22.9,0.704,12.097,0.311,15.845
gyoogle,tech-interview-for-developer,13,1.308,1.0,2,0.751,0,2,2.0,0.0,0.0,1.0,1.0,1,0.0,1,1,1.0,0.0,0.0,48.923,42.0,8,45.568,8,188,57.8,7.692,0.0,0.923,0.0,0,3.04,0,11,0.8,7.692,4.2,0.099,4.846
gzu-liyujiang,AndroidPicker,239,5.435,3.0,1,6.867,0,39,15.2,7.113,11.715,1.644,1.0,1,1.265,1,6,3.0,7.113,0.0,56.657,12.0,5,114.154,1,1007,160.8,3.347,1.255,51.715,0.0,0,331.965,0,4919,68.2,0.837,8.566,0.2,11.326
H07000223,FlycoTabLayout,33,6.455,3.0,3,8.867,0,33,17.0,9.091,12.121,1.545,1.0,1,0.711,1,3,2.8,12.121,0.0,82.727,16.0,4,184.974,4,721,124.6,9.091,9.091,223.091,1.0,0,720.449,0,3118,103.0,9.091,4.8,0.079,6.545
h2database,h2database,1674,6.017,4.0,1,10.482,0,258,13.0,1.912,7.766,2.058,2.0,1,1.535,1,35,4.0,1.732,0.358,138.066,51.0,5,309.173,1,8620,338.7,2.748,5.914,176.35,3.0,0,1600.458,0,46881,138.1,0.836,22.677,0.264,36.495
h2pl,JavaTutorial,3,0.333,0.0,0,0.577,0,1,0.8,0.0,0.0,1.0,1.0,1,0.0,1,1,1.0,0.0,0.0,4.667,6.0,6,2.309,2,6,6.0,0.0,0.0,0.333,0.0,0,0.577,0,1,0.8,0.0,0.25,0.071,0.333
h6ah4i,android-advancedrecyclerview,395,6.605,4.0,1,7.13,0,44,17.0,7.342,12.658,2.408,2.0,1,2.212,1,25,4.0,4.304,3.797,52.385,17.0,5,112.951,2,1471,123.0,3.038,0.759,32.023,0.0,0,194.659,0,3560,43.6,1.013,7.832,0.207,10.866
hackware1993,MagicIndicator,103,5.0,4.0,1,4.535,0,16,12.0,1.942,1.942,1.34,1.0,1,0.57,1,4,2.0,2.913,0.0,44.01,21.0,5,64.581,1,325,124.8,5.825,0.0,26.942,3.0,0,79.462,0,506,71.2,3.883,1.04,0.028,1.252
haifengl,smile,1334,5.539,5.0,1,5.05,0,62,11.0,4.498,5.097,1.363,1.0,1,0.958,1,16,2.0,2.249,0.3,75.693,39.0,15,135.579,1,2417,159.7,2.924,1.724,103.718,1.0,0,1391.68,0,32877,45.0,0.525,22.73,0.501,37.93
halo-dev,halo,1591,7.53,5.0,2,7.341,0,57,17.0,4.903,13.953,1.261,1.0,1,0.614,1,8,2.0,4.4,0.126,32.864,16.0,5,45.771,1,514,80.0,4.337,0.063,6.815,0.0,0,28.274,0,561,15.0,2.137,2.558,0.106,3.492
hanks-zyh,HTextView,91,4.198,2.0,1,4.08,0,21,9.0,3.297,3.297,1.56,1.0,1,0.763,1,3,3.0,0.0,0.0,33.802,12.0,6,43.6,1,264,95.0,4.396,0.0,3.484,0.0,0,8.563,0,63,7.0,3.297,0.615,0.022,0.736
HannahMitt,HomeMirror,66,2.727,2.0,0,4.944,0,35,6.5,3.03,3.03,1.076,1.0,1,0.267,1,2,1.0,7.576,0.0,26.045,11.5,3,44.049,3,230,45.5,4.545,0.0,5.348,0.0,0,35.403,0,288,3.0,1.515,0.949,0.043,1.121
hansonwang99,Spring-Boot-In-Action,134,3.866,3.0,4,3.34,0,14,8.0,7.463,0.0,1.119,1.0,1,0.426,1,4,1.0,8.955,0.0,20.254,8.5,5,24.65,2,106,55.4,8.209,0.0,6.007,0.0,0,15.609,0,91,21.4,5.97,7.23,0.405,8.201
HarlonWang,AVLoadingIndicatorView,92,3.565,2.0,2,2.364,0,13,7.0,2.174,0.0,1.783,1.0,1,1.046,1,4,3.0,6.522,0.0,23.489,6.0,6,36.148,5,288,54.9,2.174,0.0,6.75,0.0,0,42.845,0,297,1.0,2.174,0.693,0.032,0.761
hdodenhof,CircleImageView,3,11.0,5.0,2,13.077,2,26,21.8,0.0,33.333,2.333,2.0,2,0.577,2,3,2.8,0.0,0.0,120.0,12.0,6,192.281,6,342,276.0,0.0,0.0,178.667,0.0,0,309.46,0,536,428.8,0.0,1.75,0.019,2.333
Heeexy,SpringBoot-Shiro-Vue,27,5.778,6.0,0,4.902,0,13,13.0,0.0,0.0,1.407,1.0,1,0.971,1,4,2.8,11.111,0.0,23.444,13.0,5,25.186,1,99,50.0,7.407,0.0,9.444,0.0,0,30.628,0,153,10.0,3.704,6.217,0.452,10.593
heibaiying,BigData-Notes,77,5.714,5.0,7,3.513,0,16,9.4,6.494,3.896,1.221,1.0,1,0.417,1,2,2.0,0.0,0.0,27.584,21.0,5,29.433,2,163,45.8,5.195,0.0,0.818,0.0,0,1.862,0,10,4.0,5.195,5.0,0.266,7.338
helidon-io,helidon,9822,5.6,4.0,2,5.678,0,86,12.0,4.398,6.353,1.438,1.0,1,1.104,1,23,2.0,5.009,0.489,41.356,18.0,5,69.545,1,1155,99.0,3.645,0.356,27.448,1.0,0,303.123,0,22578,28.0,0.723,9.185,0.314,13.0
Helium314,HeliBoard,237,6.667,4.0,1,8.919,0,73,14.4,4.641,10.127,1.468,1.0,1,0.918,1,7,3.0,4.641,0.0,97.865,43.0,5,169.548,2,1259,237.4,3.797,3.376,71.059,2.0,0,261.871,0,2491,128.8,2.954,13.148,0.218,21.304
HelloWorld521,Java,124,3.806,2.0,1,4.102,0,22,8.7,4.839,3.226,1.419,1.0,1,0.847,1,5,3.0,2.419,0.0,21.75,13.0,3,21.532,2,99,50.7,4.032,0.0,5.097,1.0,0,13.849,0,104,15.0,4.032,3.91,0.258,5.613
hibernate,hibernate-orm,25502,6.79,5.0,3,9.141,0,429,13.0,2.153,8.219,1.4,1.0,1,0.975,1,29,2.0,2.615,0.349,41.869,19.0,5,105.12,1,6216,91.0,1.674,0.561,76.491,1.0,0,2163.806,0,211575,28.0,0.243,3.652,0.11,4.616
HMCL-dev,HMCL,1300,6.831,4.0,1,8.203,0,92,16.0,4.615,13.077,1.696,1.0,1,1.33,1,21,3.0,2.692,0.538,60.439,28.0,5,89.997,1,1097,148.1,4.692,0.692,36.127,1.0,0,317.071,0,7385,34.0,0.692,3.015,0.065,3.938
hmkcode,Android,56,4.696,4.5,2,3.458,0,13,9.5,5.357,0.0,1.661,2.0,2,0.581,1,3,2.0,5.357,0.0,24.768,21.5,6,18.966,3,99,50.0,3.571,0.0,2.143,1.0,0,3.942,0,22,4.0,5.357,3.186,0.161,3.982
hneemann,Digital,1817,5.048,4.0,1,5.764,0,84,11.0,3.137,3.963,1.684,1.0,1,1.729,1,36,3.0,3.192,0.771,41.795,20.0,5,88.262,1,2049,90.0,2.532,0.33,13.254,0.0,0,95.597,0,2446,15.0,1.156,7.123,0.255,10.679
hongyangAndroid,AndroidAutoLayout,78,5.833,5.0,3,4.653,0,30,10.3,2.564,2.564,2.0,2.0,2,0.703,1,4,3.0,2.564,0.0,30.385,27.0,5,25.347,2,132,58.3,6.41,0.0,8.808,8.0,0,16.371,0,136,21.0,1.282,1.067,0.041,1.231
hongyangAndroid,baseAdapter,50,4.88,3.0,2,4.856,0,21,10.0,6.0,6.0,1.32,1.0,1,0.551,1,3,2.0,4.0,0.0,31.26,12.0,5,40.095,3,174,86.5,4.0,0.0,18.28,0.0,0,77.353,0,413,14.2,4.0,0.943,0.032,1.0
hongyangAndroid,FlowLayout,34,4.324,3.0,3,3.812,0,16,9.7,2.941,2.941,1.412,1.0,1,0.557,1,3,2.0,2.941,0.0,23.824,7.0,5,38.698,3,184,42.4,5.882,0.0,5.0,0.0,0,16.008,0,69,3.0,5.882,0.683,0.035,0.824
hongyangAndroid,okhttputils,70,3.729,2.5,1,4.05,0,25,8.0,4.286,1.429,1.457,1.0,1,0.652,1,4,2.0,5.714,0.0,28.014,12.0,5,37.068,3,163,73.1,7.143,0.0,6.2,0.0,0,16.78,0,118,15.4,2.857,2.112,0.086,2.414
HotBitmapGG,bilibili-android-client,559,4.921,3.0,1,6.314,0,48,12.2,5.546,7.692,1.818,1.0,1,1.171,1,6,4.0,3.757,0.0,69.574,30.0,8,111.489,1,906,162.4,3.936,1.61,42.791,3.0,0,173.103,0,3080,77.0,2.147,2.381,0.039,2.705
houbb,sensitive-word,225,3.04,2.0,0,3.597,0,40,6.0,1.333,0.444,1.173,1.0,1,0.483,1,4,2.0,2.667,0.0,18.422,9.0,5,31.046,3,314,37.6,2.667,0.0,20.791,0.0,0,153.851,0,1486,10.0,1.333,5.855,0.497,9.16
hs-web,hsweb-framework,848,6.164,4.0,2,6.183,0,49,15.0,5.425,10.142,1.344,1.0,1,1.095,1,14,2.0,2.83,0.943,29.055,12.0,3,58.61,1,818,65.0,2.358,0.354,11.176,0.0,0,40.219,0,559,26.6,3.184,4.517,0.199,5.785
huanghaibin-dev,CalendarView,176,6.568,4.0,1,7.125,0,38,15.5,8.523,11.364,2.159,1.0,1,1.492,1,5,5.0,0.0,0.0,65.665,28.5,5,117.01,3,997,145.0,3.409,1.705,53.182,3.0,0,390.128,0,5074,70.5,1.136,13.662,0.311,20.415
huangyanbin,smartTable,364,5.126,2.0,2,7.641,0,54,12.7,4.67,8.242,1.19,1.0,1,0.457,1,4,2.0,2.198,0.0,38.915,11.0,11,74.123,2,475,84.0,5.495,0.0,25.929,0.0,0,203.92,0,3201,12.1,1.099,6.025,0.19,7.398
huburt-Hu,NewbieGuide,78,4.308,3.0,2,4.562,0,24,10.0,6.41,5.128,1.179,1.0,1,0.419,1,3,2.0,1.282,0.0,24.308,8.0,5,40.393,1,227,61.3,3.846,0.0,10.436,0.0,0,65.121,0,570,8.3,1.282,2.97,0.157,3.808
hugeterry,CoordinatorTabLayout,17,5.294,3.0,3,5.565,1,21,12.8,5.882,5.882,1.412,1.0,1,0.507,1,2,2.0,0.0,0.0,27.824,11.0,5,41.93,3,175,55.6,5.882,0.0,9.412,0.0,0,32.755,0,136,8.0,5.882,4.3,0.182,5.059
hussien89aa,AndroidTutorialForBeginners,129,4.512,4.0,1,4.654,0,31,9.0,4.651,3.876,1.496,1.0,1,0.73,1,4,2.0,9.302,0.0,30.674,15.0,5,46.311,4,302,65.6,5.426,0.0,2.744,0.0,0,6.917,0,55,6.0,4.651,3.132,0.108,3.302
hustcc,JS-Sorting-Algorithm,12,3.583,3.0,3,3.679,1,15,3.9,8.333,8.333,1.0,1.0,1,0.0,1,1,1.0,0.0,0.0,32.417,31.0,31,19.176,3,76,52.1,8.333,0.0,2.833,0.5,0,4.469,0,15,6.0,8.333,5.167,0.159,5.167
